r_def,t_loc_tri,ent,n_hog,sex,eda,cs_p12,cs_p13_1,e_con,ur,clase1,rama,ing7c,alta_educacion_ingreso_missing,pre_asa,tip_con_2,anios_esc,hrsocup,ing_x_hrs,mh_col
0,1,9,1,1,64,1,4,5,1,1,3,2,0,1,contrato,12,45,0,0
0,1,9,1,1,29,1,7,6,1,1,4,1,0,1,contrato,14,44,0,0
0,1,9,1,1,57,1,7,6,1,1,1,3,0,0,No_aplica,17,28,0,0
0,1,9,1,1,53,1,7,1,1,1,4,3,0,1,contrato,17,40,0,0
0,1,9,1,2,58,1,7,5,1,1,4,2,0,1,contrato,16,20,104.65116,1
0,1,9,1,2,59,1,7,5,1,1,2,1,0,0,No_aplica,16,30,23.25581,1
0,1,9,1,1,34,1,3,6,1,1,4,1,0,0,No_aplica,9,40,0,1
0,1,9,1,1,30,1,7,6,1,1,4,3,0,1,contrato,16,36,129.19897,0
0,1,9,1,2,46,1,4,6,1,1,4,2,0,1,contrato,11,61,39.34426,0
0,1,9,1,2,21,1,4,6,1,1,3,1,0,1,contrato,12,60,23.25581,0
0,1,9,1,1,51,1,3,5,1,1,4,3,0,2,sin_contrato,9,49,0,1
0,1,9,1,1,19,1,3,1,1,1,3,1,0,2,sin_contrato,9,20,50,1
0,1,9,1,2,87,2,0,4,1,1,3,1,0,0,No_aplica,0,25,4,1
0,1,9,1,2,24,1,7,6,1,1,4,2,0,1,contrato,16,25,130.23256,0
0,1,9,1,1,37,1,6,1,1,1,4,2,0,1,contrato,15,35,79.73422,0
0,1,9,1,1,31,1,7,1,1,1,3,5,0,1,contrato,16,32,0,0
0,1,9,1,1,20,1,4,6,1,1,3,1,0,1,contrato,12,49,0,1
0,1,9,1,1,51,1,8,5,1,1,4,3,0,1,contrato,18,0,0,0
0,1,9,1,1,40,1,3,5,1,1,3,2,0,1,contrato,9,45,48.83721,0
0,1,9,1,2,40,1,4,2,1,1,3,2,0,1,contrato,12,48,38.75969,0
0,1,9,1,2,65,1,2,5,1,1,4,1,0,2,sin_contrato,6,60,0,1
0,1,9,1,1,25,1,4,6,1,1,4,2,0,2,sin_contrato,12,30,62.0155,1
0,1,9,1,2,50,1,4,1,1,1,2,2,0,1,contrato,12,42,60.90808,0
0,1,9,1,1,43,1,9,1,1,1,4,5,0,1,contrato,22,48,213.17829,0
0,1,9,1,2,49,1,6,6,1,1,2,2,0,0,No_aplica,12,25,80,1
0,1,9,1,1,23,1,7,6,1,1,4,2,0,1,contrato,16,25,0,0
0,1,9,1,2,27,1,4,1,1,1,4,1,0,1,sin_contrato,11,48,29.06977,0
0,1,9,1,2,59,1,4,5,1,1,4,2,0,1,contrato,12,40,0,0
0,1,9,1,1,29,1,7,6,1,1,4,3,0,1,contrato,16,40,99.4186,0
0,3,15,1,1,27,1,7,1,1,1,4,3,0,1,contrato,16,24,0,0
0,1,15,1,1,64,1,3,5,1,1,3,5,0,0,No_aplica,9,24,416.66667,0
0,1,15,1,2,74,1,2,6,1,1,4,1,0,0,No_aplica,6,10,10,1
0,1,15,1,2,18,1,4,6,1,1,4,1,0,2,sin_contrato,11,10,70,1
0,1,15,1,1,47,1,7,1,1,1,2,1,0,1,contrato,14,48,33.91473,0
0,1,15,1,1,19,1,3,1,1,1,3,1,0,1,contrato,9,40,20,0
0,1,15,1,2,38,1,2,3,1,1,3,1,0,1,sin_contrato,6,54,22.22222,1
0,3,15,1,1,44,1,4,5,1,1,4,1,0,1,no_especificado,10,40,0,0
0,1,15,1,2,72,1,5,6,1,1,3,1,0,0,No_aplica,11,20,0,0
0,1,15,1,2,52,1,2,5,1,1,2,1,0,1,contrato,6,60,19.37984,0
0,1,15,1,2,40,1,7,6,1,1,4,2,0,1,contrato,17,40,0,0
0,1,15,1,2,33,1,4,6,1,1,4,1,0,1,contrato,12,45,36.17571,0
0,1,15,1,2,60,1,7,5,1,1,4,1,0,0,No_aplica,13,50,0,1
0,1,15,1,2,46,1,7,5,1,1,4,7,1,1,contrato,16,42,0,0
0,1,15,1,2,36,1,4,6,1,1,3,2,0,1,contrato,12,54,0,0
0,1,15,1,2,60,1,6,5,1,1,2,2,0,1,contrato,10,35,59.80066,0
0,1,15,1,1,79,1,3,2,1,1,2,1,0,0,No_aplica,8,18,0,1
0,1,15,1,2,59,1,2,4,1,1,4,2,0,1,contrato,3,60,41.66667,0
0,3,15,1,1,43,1,7,5,1,1,4,4,0,1,contrato,17,37,157.13388,0
0,2,15,1,1,49,1,2,5,1,1,1,2,0,2,sin_contrato,6,42,59.52381,1
0,2,15,1,1,42,1,4,3,1,1,4,7,0,2,sin_contrato,12,14,0,1
0,2,15,1,2,56,1,6,4,1,1,5,7,0,1,contrato,12,0,0,0
0,2,15,1,1,68,1,6,1,1,1,3,1,0,0,No_aplica,12,8,0,1
0,2,15,1,2,46,1,7,2,1,1,4,7,1,1,contrato,17,40,0,0
0,2,15,1,1,62,1,8,5,1,1,4,1,0,0,No_aplica,18,40,0,0
0,2,15,1,2,60,1,7,5,1,1,3,1,0,0,No_aplica,17,6,0,1
0,1,15,1,1,18,1,3,6,1,1,1,2,0,2,sin_contrato,9,0,0,1
0,2,15,1,1,89,2,0,4,1,1,4,1,0,1,sin_contrato,0,84,0,1
0,2,15,1,2,45,1,2,1,1,1,3,2,0,0,No_aplica,6,70,0,1
0,3,15,1,2,31,1,7,1,1,1,4,2,0,1,contrato,17,40,0,0
0,1,15,1,1,56,1,4,5,1,1,3,2,0,1,contrato,12,60,38.75969,0
0,1,15,1,1,38,1,6,5,1,1,5,3,0,1,contrato,12,45,0,0
0,2,15,1,2,21,1,7,6,1,1,3,1,0,2,sin_contrato,13,40,30,1
0,1,15,1,2,48,1,3,5,1,1,4,1,0,2,sin_contrato,9,9,116.66667,1
0,3,15,1,1,39,1,4,5,1,1,4,3,0,0,No_aplica,12,56,0,0
0,1,15,1,1,26,1,4,6,1,1,4,1,0,2,sin_contrato,12,40,40,1
0,1,15,1,2,38,1,7,4,1,1,4,1,0,2,sin_contrato,17,16,25,1
0,1,15,1,2,65,1,7,5,1,1,4,1,0,1,contrato,15,50,34.73023,0
0,3,15,1,1,32,1,3,1,1,1,1,2,0,2,sin_contrato,9,46,43.47826,1
0,3,15,1,2,32,1,3,1,1,1,3,1,0,2,sin_contrato,9,25,28,1
0,2,15,1,1,32,1,7,5,1,1,4,3,0,1,contrato,17,45,0,0
0,2,15,1,1,54,1,2,5,1,1,1,2,0,0,No_aplica,6,46,0,1
0,2,15,1,2,51,1,2,5,1,1,3,1,0,0,No_aplica,3,70,19.93355,0
0,2,15,1,1,32,1,4,6,1,1,4,7,0,0,No_aplica,12,24,0,1
0,2,15,1,1,34,1,3,5,1,1,6,1,0,2,sin_contrato,9,60,26.66667,1
0,3,15,1,1,43,1,6,5,1,1,4,2,0,1,contrato,12,48,0,0
0,3,15,1,1,43,1,2,5,1,1,4,2,0,2,sin_contrato,6,54,33.33333,1
0,2,15,1,1,29,1,3,1,2,1,2,2,0,1,contrato,9,40,45,0
0,3,15,1,1,45,1,2,5,2,1,3,2,0,0,No_aplica,3,48,62.5,1
0,3,15,1,2,55,1,3,6,2,1,2,1,0,2,sin_contrato,9,45,21.11111,1
0,3,15,1,1,35,1,4,5,2,1,2,7,0,2,sin_contrato,12,48,0,1
0,4,15,1,1,43,1,4,5,2,1,2,1,0,1,contrato,12,40,40,0
0,4,15,1,1,21,1,4,6,2,1,2,1,0,1,contrato,10,40,36.25,0
0,4,15,1,1,54,1,2,4,2,1,4,1,0,2,sin_contrato,6,54,27.77778,1
0,4,15,1,1,25,1,3,5,2,1,4,1,0,0,No_aplica,8,25,60,0
0,4,15,1,1,20,1,2,6,2,1,3,1,0,0,No_aplica,6,54,22.22222,1
0,1,9,1,1,45,1,3,6,1,1,4,2,0,0,No_aplica,9,66,0,1
0,1,9,1,2,25,1,3,6,1,1,4,2,0,1,contrato,9,40,0,0
0,1,9,1,1,35,1,4,1,1,1,3,1,0,1,contrato,12,48,0,0
0,1,9,1,2,26,1,7,6,1,1,3,1,0,1,sin_contrato,16,66,22.72727,1
0,1,9,1,2,51,1,7,5,1,1,3,1,0,1,contrato,16,40,0,0
0,1,9,1,1,54,1,7,5,1,1,4,1,0,2,contrato,16,42,0,1
0,1,9,1,1,55,1,4,3,1,1,7,6,0,0,No_aplica,12,10,0,1
0,1,9,1,1,37,1,4,5,1,1,3,7,0,1,contrato,12,48,0,0
0,1,9,1,2,36,1,7,6,1,1,4,2,0,1,contrato,16,66,42.2833,0
0,1,9,1,2,51,1,7,5,1,1,2,5,0,1,contrato,16,50,232.55814,0
0,1,9,1,2,52,1,3,6,1,1,4,2,0,2,sin_contrato,9,0,0,1
0,1,9,1,2,38,1,3,1,1,1,4,1,0,0,No_aplica,9,10,40,1
0,1,9,1,2,28,1,4,6,1,1,4,3,0,2,sin_contrato,11,50,0,1
0,1,9,1,2,39,1,8,1,1,1,3,5,0,1,contrato,19,50,0,0
0,1,9,1,1,37,1,4,1,1,1,3,2,0,1,contrato,12,60,34.88372,0
0,1,9,1,2,32,1,7,1,1,1,4,7,1,1,contrato,16,45,0,0
0,1,9,1,1,60,1,3,1,1,1,7,2,0,2,sin_contrato,9,45,44.44444,1
0,1,9,1,2,55,1,6,4,1,1,4,2,0,0,No_aplica,15,17,129.41176,1
0,1,9,1,2,58,1,2,1,1,1,4,2,0,2,sin_contrato,3,20,87.5,1
0,2,9,1,1,57,1,3,5,1,1,2,2,0,1,contrato,9,51,41.17647,0
0,1,9,1,1,38,1,7,5,1,1,4,2,0,0,No_aplica,16,45,55.55556,1
0,1,9,1,2,28,1,8,6,1,1,4,2,0,1,contrato,17,50,0,0
0,1,9,1,2,26,1,7,6,1,1,4,3,0,1,contrato,16,50,0,0
0,1,9,1,2,50,1,4,5,1,1,4,1,0,1,contrato,12,35,0,0
0,2,15,1,1,43,1,4,1,1,1,4,2,0,1,contrato,12,0,0,0
0,1,15,1,1,30,1,4,1,1,1,4,4,0,1,sin_contrato,12,45,137.00258,0
0,1,15,1,1,53,1,3,5,1,1,4,2,0,1,contrato,9,40,50,0
0,1,15,1,1,43,1,3,1,1,1,2,2,0,0,No_aplica,9,72,38.75969,1
0,1,15,1,2,44,1,4,1,1,1,3,2,0,1,contrato,12,48,48.44961,0
0,1,15,1,2,36,1,3,6,1,1,4,2,0,1,sin_contrato,7,45,55.55556,1
0,3,15,1,2,26,1,4,6,1,1,2,1,0,2,sin_contrato,12,20,25,1
0,1,15,1,1,23,1,3,1,1,1,1,2,0,1,contrato,9,56,44.64286,0
0,1,15,1,1,21,1,3,6,1,1,4,1,0,2,sin_contrato,9,54,0,1
0,1,15,1,1,43,1,7,6,1,1,2,7,1,1,contrato,17,48,0,0
0,1,15,1,1,50,1,3,5,1,1,4,2,0,2,sin_contrato,9,60,0,0
0,1,15,1,1,39,1,3,6,1,1,4,2,0,1,contrato,9,51,39.21569,0
0,3,15,1,2,45,1,4,6,1,1,3,1,0,0,No_aplica,12,49,16.32653,1
0,3,15,1,2,29,1,4,6,1,1,2,1,0,2,sin_contrato,12,60,18.33333,1
0,1,15,1,2,64,1,4,6,1,1,3,7,0,1,contrato,12,50,0,1
0,1,15,1,1,37,1,4,6,1,1,2,7,0,1,contrato,12,60,0,0
0,1,15,1,1,25,1,8,6,1,1,4,2,0,1,contrato,17,42,0,0
0,1,15,1,1,47,1,7,1,1,1,2,1,0,2,sin_contrato,15,72,0,1
0,1,15,1,2,41,1,4,3,1,1,3,1,0,0,No_aplica,12,24,41.66667,1
0,1,15,1,1,51,1,4,5,1,1,3,1,0,1,contrato,12,40,0,0
0,1,15,1,2,61,1,3,3,1,1,4,1,0,2,sin_contrato,9,21,23.80952,1
0,3,15,1,1,38,1,4,5,1,1,4,3,0,0,No_aplica,12,117,0,1
0,3,15,1,2,42,1,4,5,1,1,4,6,0,0,No_aplica,12,36,0,1
0,2,15,1,2,40,1,7,5,1,1,4,2,0,2,sin_contrato,17,22,125,1
0,3,15,1,2,44,1,7,6,1,1,4,2,0,0,No_aplica,17,30,0,1
0,2,15,1,2,28,1,7,6,1,1,4,3,0,0,No_aplica,17,37,113.51351,1
0,1,15,1,2,35,1,6,2,1,1,3,7,0,2,sin_contrato,12,63,0,1
0,1,15,1,2,19,1,7,6,1,1,4,6,0,0,No_aplica,13,20,0,1
0,2,15,1,1,44,1,2,2,1,1,1,2,0,2,sin_contrato,2,46,43.47826,1
0,1,15,1,1,27,1,8,6,1,1,4,2,0,1,contrato,18,32,0,0
0,2,15,1,1,23,1,4,6,1,1,4,1,0,2,sin_contrato,12,24,0,1
0,2,15,1,1,27,1,4,6,1,1,4,1,0,2,sin_contrato,12,36,0,1
0,2,15,1,2,24,1,7,6,2,1,3,1,0,0,No_aplica,16,3,0,1
0,3,15,1,2,39,1,3,6,2,1,4,1,0,0,No_aplica,9,45,13.33333,1
0,3,15,1,2,66,1,2,5,2,1,3,2,0,0,No_aplica,6,59,0,1
0,3,15,1,1,39,1,2,2,2,1,3,1,0,0,No_aplica,6,70,14.95017,1
0,3,15,1,1,16,1,3,6,2,1,6,6,0,0,No_aplica,9,56,0,1
0,4,15,1,1,25,1,4,6,2,1,4,1,0,0,No_aplica,12,48,31.25,1
0,4,15,1,2,24,1,7,1,2,1,3,7,1,0,No_aplica,17,56,0,0
0,4,15,1,2,19,1,4,2,2,1,4,1,0,2,sin_contrato,12,3,100,1
0,4,15,1,2,16,1,3,6,2,1,6,6,0,0,No_aplica,9,12,0,1
0,4,15,1,2,47,1,3,2,2,1,4,1,0,2,sin_contrato,9,0,0,1
0,4,15,1,2,35,1,3,6,2,1,2,1,0,2,sin_contrato,9,45,26.66667,1
0,4,15,1,2,47,1,3,5,2,1,4,7,0,0,No_aplica,9,56,0,0
0,1,9,1,2,60,1,6,6,1,1,2,2,0,1,contrato,12,44,0,0
0,1,9,1,1,23,1,3,6,1,1,4,1,0,2,sin_contrato,9,55,0,1
0,1,9,1,1,38,1,7,1,1,1,4,3,0,1,contrato,17,50,0,0
0,1,9,1,2,43,1,4,6,1,1,4,1,0,1,contrato,12,40,0,0
0,1,9,1,1,42,1,7,5,1,1,4,3,0,1,contrato,17,40,0,0
0,1,9,1,2,59,1,7,5,1,1,4,4,0,1,contrato,16,36,161.49871,0
0,1,9,1,1,22,1,2,6,1,1,3,1,0,2,sin_contrato,6,49,0,1
0,1,9,1,2,49,1,4,5,1,1,4,2,0,1,contrato,12,40,70.93023,0
0,1,9,1,1,36,1,7,2,1,1,4,2,0,1,contrato,17,48,0,0
0,1,9,1,2,54,1,6,5,1,1,4,2,0,1,contrato,12,35,59.80066,0
0,1,9,1,1,62,1,6,5,1,1,3,5,0,1,contrato,10,45,206.71835,0
0,1,15,1,2,30,1,4,6,1,1,3,2,0,1,contrato,12,47,39.58436,0
0,1,15,1,1,31,1,7,6,1,1,4,2,0,1,contrato,16,36,0,0
0,1,15,1,1,31,1,7,6,1,1,4,2,0,1,contrato,16,40,0,0
0,1,15,1,2,59,1,2,4,1,1,3,1,0,0,No_aplica,6,42,0,1
0,3,15,1,2,37,1,3,6,1,1,3,2,0,1,contrato,9,48,0,0
0,3,15,1,2,75,1,2,5,1,1,4,1,0,2,sin_contrato,4,21,35.71429,1
0,2,15,1,2,46,1,7,6,1,1,4,3,0,1,contrato,17,40,0,0
0,2,15,1,2,44,1,4,5,1,1,4,6,0,0,No_aplica,12,54,0,1
0,3,15,1,2,36,1,3,5,1,1,4,1,0,2,contrato,9,40,34.88372,0
0,2,15,1,2,52,1,6,3,1,1,3,2,0,1,contrato,12,54,51.67959,1
0,2,15,1,1,27,1,7,1,1,1,3,2,0,0,No_aplica,14,63,31.74603,0
0,1,15,1,2,40,1,3,6,1,1,3,7,0,2,sin_contrato,9,40,0,1
0,1,15,1,2,47,1,3,5,1,1,2,2,0,1,contrato,9,48,0,0
0,3,15,1,1,29,1,4,6,1,1,1,1,0,2,sin_contrato,12,54,22.22222,1
0,3,15,1,1,31,1,4,6,2,1,4,2,0,1,contrato,12,96,0,0
0,3,15,1,1,57,1,2,5,2,1,6,1,0,0,No_aplica,6,22,31.71247,1
0,4,9,1,2,42,1,2,1,2,1,4,2,0,1,contrato,6,63,31.74603,0
0,4,15,1,1,23,1,3,1,2,1,4,1,0,1,contrato,9,96,15.98837,0
0,4,15,1,1,73,1,3,6,2,1,4,1,0,2,sin_contrato,9,30,33.33333,1
0,1,9,1,1,30,1,7,5,1,1,2,5,0,1,contrato,17,40,406.97674,0
0,1,9,1,1,31,1,7,1,1,1,3,3,0,2,sin_contrato,17,84,41.66667,1
0,1,9,1,1,65,1,3,5,1,1,2,2,0,0,No_aplica,8,56,44.64286,1
0,1,9,1,1,58,1,4,5,1,1,2,2,0,1,contrato,12,40,0,0
0,1,9,1,1,64,1,3,1,1,1,1,1,0,0,No_aplica,9,40,37.5,1
0,1,9,1,2,55,1,3,5,1,1,3,1,0,0,No_aplica,9,8,14.53488,1
0,1,9,1,1,42,1,4,1,1,1,3,1,0,1,contrato,12,45,31.00775,0
0,1,9,1,1,39,1,4,5,1,1,3,2,0,2,contrato,12,54,0,0
0,1,9,1,2,22,1,3,6,1,1,3,7,0,2,sin_contrato,9,48,0,1
0,1,9,1,2,19,1,4,6,1,1,2,1,0,1,contrato,12,48,0,0
0,1,9,1,2,37,1,2,5,1,1,3,6,0,0,No_aplica,6,20,0,1
0,1,9,1,1,60,1,3,5,1,1,4,2,0,1,contrato,9,48,0,0
0,1,9,1,2,36,1,4,4,1,1,3,1,0,1,sin_contrato,12,48,0,0
0,1,9,1,1,32,1,4,6,1,1,4,1,0,1,sin_contrato,12,54,0,1
0,1,9,1,2,21,1,7,6,1,1,4,1,0,2,sin_contrato,14,20,60,1
0,1,9,1,1,35,1,4,6,1,1,3,2,0,0,No_aplica,12,72,0,0
0,1,9,1,2,26,1,7,6,1,1,6,2,0,1,contrato,17,35,0,0
0,1,9,1,1,42,1,7,5,1,1,4,5,0,2,contrato,16,30,0,1
0,1,9,1,1,60,1,7,6,1,1,1,2,0,0,No_aplica,16,10,250,0
0,1,9,1,2,26,1,7,6,1,1,4,1,0,1,contrato,17,48,0,1
0,2,9,1,1,49,1,3,5,1,1,3,1,0,2,sin_contrato,7,64,21.80233,1
0,1,9,1,2,54,1,7,1,1,1,4,2,0,1,contrato,16,20,155.81395,0
0,1,9,1,1,45,1,4,5,1,1,3,3,0,0,No_aplica,12,74,0,0
0,1,9,1,1,38,1,4,6,1,1,1,2,0,0,No_aplica,12,30,66.66667,1
0,1,9,1,1,35,1,4,1,1,1,4,1,0,1,contrato,12,40,40.69767,0
0,1,9,1,1,53,1,3,5,1,1,3,1,0,1,contrato,9,47,0,0
0,1,9,1,2,51,1,4,3,1,1,2,7,0,1,contrato,12,45,0,0
0,1,9,1,1,30,1,7,6,1,1,4,7,1,1,contrato,16,45,0,0
0,1,9,1,2,72,1,3,5,1,1,3,1,0,0,No_aplica,8,60,0,1
0,1,9,1,1,23,1,3,6,1,1,4,1,0,1,contrato,9,54,0,0
0,1,9,1,1,28,1,3,6,1,1,4,1,0,2,sin_contrato,9,15,6.66667,1
0,1,9,1,2,23,1,4,1,1,1,3,7,0,2,sin_contrato,12,48,0,1
0,1,9,1,1,39,1,7,5,1,1,4,2,0,1,contrato,16,45,0,0
0,1,9,1,2,37,1,3,5,1,1,4,1,0,2,sin_contrato,9,45,33.33333,1
0,1,9,1,1,25,1,3,6,1,1,4,2,0,1,contrato,9,48,36.33721,0
0,1,9,1,1,50,1,7,5,1,1,4,7,1,1,contrato,14,45,0,0
0,1,9,1,1,35,1,7,6,1,1,4,2,0,1,contrato,16,66,0,1
0,1,9,1,2,45,1,4,5,1,1,4,1,0,2,sin_contrato,12,8,50,1
0,1,9,1,1,27,1,7,6,1,1,1,2,0,3,contrato,17,45,55.55556,0
0,1,15,1,1,28,1,4,1,1,1,4,3,0,0,No_aplica,12,63,0,1
0,1,15,1,2,52,1,7,1,1,1,2,3,0,1,contrato,16,0,0,0
0,1,15,1,1,40,1,3,1,1,1,2,2,0,1,contrato,9,55,50.73996,0
0,1,15,1,2,48,1,7,6,1,1,3,2,0,1,contrato,16,54,0,0
0,3,15,1,2,70,1,2,6,1,1,3,6,0,0,No_aplica,5,28,0,1
0,2,15,1,2,63,1,6,6,1,1,4,2,0,2,sin_contrato,9,50,38,1
0,1,15,1,2,48,1,7,6,1,1,4,7,1,1,no_especificado,13,48,0,0
0,1,15,1,2,32,1,2,6,1,1,4,1,0,2,sin_contrato,6,24,0,1
0,1,15,1,2,51,1,7,5,1,1,4,2,0,1,contrato,16,40,81.39535,0
0,1,15,1,1,64,1,2,5,1,1,3,1,0,0,No_aplica,6,84,0,1
0,1,15,1,2,31,1,4,6,1,1,4,1,0,1,contrato,10,73,22.3001,0
0,1,15,1,1,68,1,2,1,1,1,4,1,0,0,No_aplica,6,54,12.9199,1
0,1,15,1,1,33,1,7,2,1,1,4,3,0,1,contrato,16,40,116.27907,0
0,1,15,1,2,36,1,7,5,1,1,4,2,0,1,contrato,16,35,0,0
0,1,15,1,1,50,1,3,1,1,1,3,2,0,0,No_aplica,9,44,54.54545,1
0,1,15,1,2,35,1,3,1,1,1,4,1,0,2,sin_contrato,9,60,25,1
0,1,15,1,2,30,1,3,2,1,1,3,1,0,0,No_aplica,9,25,0,1
0,1,15,1,1,30,1,3,1,1,1,3,2,0,1,sin_contrato,9,60,36.66667,1
0,1,15,1,2,30,1,4,5,1,1,3,4,0,0,No_aplica,12,24,290.69767,1
0,3,15,1,1,63,1,4,6,1,1,4,1,0,0,No_aplica,11,40,25,1
0,3,15,1,2,50,1,3,6,1,1,3,1,0,0,No_aplica,9,35,8.57143,1
0,1,15,1,1,30,1,3,1,1,1,4,2,0,1,sin_contrato,9,45,40,1
0,1,15,1,1,46,1,3,5,1,1,4,2,0,1,contrato,9,45,40,0
0,1,15,1,2,23,1,3,6,1,1,4,2,0,1,contrato,7,69,28.98551,0
0,1,15,1,1,57,1,2,5,1,1,4,2,0,0,No_aplica,4,4,450,1
0,1,15,1,1,31,1,4,6,1,1,3,7,0,0,No_aplica,12,60,0,1
0,3,15,1,2,22,1,3,6,1,1,3,1,0,2,sin_contrato,9,72,22.22222,1
0,3,15,1,2,20,1,3,6,1,1,3,1,0,2,sin_contrato,9,60,20,1
0,1,15,1,1,35,1,4,5,1,1,2,1,0,1,contrato,12,37,39.18919,0
0,3,15,1,1,30,1,2,5,1,1,4,1,0,2,sin_contrato,6,60,25,1
0,3,15,1,1,55,1,7,1,1,1,3,3,0,0,No_aplica,17,64,0,0
0,3,15,1,2,32,1,3,5,1,1,4,1,0,2,sin_contrato,9,14,35.71429,1
0,3,15,1,1,49,1,1,1,1,1,2,1,0,2,sin_contrato,0,50,24,1
0,1,15,1,1,29,1,4,6,1,1,2,2,0,1,contrato,12,36,51.67959,0
0,2,15,1,2,48,1,7,6,1,1,4,2,0,1,contrato,17,48,58.13953,0
0,3,15,1,1,37,1,7,5,1,1,2,2,0,1,contrato,16,48,47.91667,0
0,1,15,1,1,41,1,3,5,1,1,1,2,0,2,contrato,9,45,0,1
0,1,15,1,1,68,1,7,5,1,1,4,7,0,2,sin_contrato,17,12,0,1
0,2,15,1,2,20,1,3,6,1,1,3,1,0,2,sin_contrato,9,54,20.37037,1
0,2,15,1,1,32,1,7,1,2,1,4,7,0,2,contrato,17,60,0,1
0,2,15,1,2,35,1,3,2,2,1,3,1,0,0,No_aplica,9,56,26.78571,1
0,3,15,1,2,47,1,2,5,2,1,3,2,0,0,No_aplica,6,54,37.03704,1
0,3,15,1,1,47,1,4,1,2,1,3,2,0,1,contrato,12,48,0,0
0,3,15,1,1,43,1,2,5,2,1,1,7,0,0,No_aplica,6,50,0,1
0,3,15,1,1,53,1,4,1,2,1,2,2,0,1,contrato,12,48,38.75969,0
0,4,9,1,1,68,1,2,5,2,1,4,2,0,1,contrato,6,0,0,0
0,4,15,1,1,49,1,7,5,2,1,4,3,0,1,contrato,17,96,0,0
0,4,15,1,1,54,1,3,5,2,1,2,7,0,1,contrato,9,48,0,0
0,4,15,1,2,53,1,3,5,2,1,2,6,0,0,No_aplica,9,20,0,1
0,4,15,1,1,26,1,4,6,2,1,4,1,0,2,sin_contrato,12,0,0,1
0,4,15,1,1,46,1,2,6,2,1,6,6,0,0,No_aplica,6,9,0,1
0,1,9,1,2,24,1,4,6,1,1,3,1,0,0,No_aplica,12,7,142.85714,1
0,1,9,1,2,24,1,7,6,1,1,4,1,0,2,sin_contrato,16,25,58.60465,1
0,1,9,1,2,39,1,8,1,1,1,4,7,1,1,contrato,17,50,0,0
0,1,9,1,1,56,1,7,1,1,1,4,1,0,1,contrato,16,50,0,0
0,1,9,1,1,51,1,3,5,1,1,4,1,0,1,contrato,9,72,20.99483,0
0,1,9,1,2,28,1,7,6,1,1,4,1,0,1,contrato,17,35,0,0
0,1,9,1,1,33,1,7,6,1,1,4,2,0,1,contrato,17,40,0,0
0,1,9,1,1,64,1,4,5,1,1,3,2,0,1,contrato,12,40,0,0
0,1,9,1,2,21,1,7,6,1,1,3,2,0,1,contrato,14,40,0,0
0,1,9,1,1,40,1,4,6,1,1,2,7,0,1,sin_contrato,12,48,0,1
0,1,9,1,1,30,1,4,6,1,1,4,1,0,0,No_aplica,10,12,0,1
0,2,9,1,1,48,1,2,5,1,1,1,2,0,2,sin_contrato,6,56,41.07143,1
0,1,9,1,2,50,1,3,1,1,1,2,1,0,1,sin_contrato,9,15,0,1
0,1,9,1,2,18,1,4,6,1,1,4,7,0,0,No_aplica,11,42,0,1
0,1,9,1,1,33,1,3,5,1,1,4,2,0,0,No_aplica,9,42,0,1
0,1,9,1,2,18,1,4,6,1,1,4,6,0,0,No_aplica,11,5,0,1
0,1,9,1,1,35,1,3,5,1,1,4,1,0,2,sin_contrato,9,54,0,1
0,1,9,1,1,40,1,7,6,1,1,4,2,0,1,contrato,16,58,32.07698,0
0,1,9,1,2,34,1,8,6,1,1,4,2,0,1,contrato,18,40,0,0
0,1,9,1,1,52,2,0,2,1,1,1,1,0,2,sin_contrato,0,60,20,1
0,2,9,1,2,50,1,2,5,1,1,4,1,0,1,contrato,4,48,33.02326,0
0,1,9,1,1,34,1,7,6,1,1,4,7,1,1,contrato,15,50,0,0
0,1,15,1,2,59,1,0,5,1,1,4,1,0,2,sin_contrato,0,6,0,1
0,1,15,1,2,36,1,3,6,1,1,2,2,0,1,contrato,9,50,34.8,0
0,1,15,1,2,32,1,7,5,1,1,4,7,1,0,No_aplica,17,40,0,0
0,1,15,1,1,57,1,2,5,1,1,2,2,0,1,contrato,6,60,0,0
0,1,15,1,1,46,1,7,5,1,1,3,4,0,1,contrato,16,50,139.53488,0
0,1,15,1,1,26,1,7,6,1,1,2,1,0,2,sin_contrato,15,36,25,1
0,1,15,1,2,36,1,3,6,1,1,3,7,0,0,No_aplica,9,36,0,1
0,1,15,1,2,61,1,7,6,1,1,4,2,0,1,sin_contrato,16,50,0,0
0,1,15,1,2,36,1,7,5,1,1,4,6,0,0,No_aplica,15,35,0,1
0,2,15,1,1,51,1,2,5,1,1,4,2,0,1,contrato,6,54,0,0
0,2,15,1,2,50,1,3,5,1,1,4,2,0,1,contrato,9,48,0,0
0,1,15,1,1,38,1,4,1,1,1,1,2,0,2,sin_contrato,11,37,54.05405,1
0,1,15,1,1,53,1,2,2,1,1,2,1,0,2,sin_contrato,6,40,0,1
0,1,15,1,2,50,1,3,2,1,1,3,2,0,1,sin_contrato,9,40,0,0
0,1,15,1,2,30,1,7,2,1,1,4,7,1,1,contrato,16,40,0,0
0,1,15,1,1,82,1,6,2,1,1,2,5,0,0,No_aplica,13,20,0,0
0,1,15,1,2,26,1,7,6,1,1,2,6,0,0,No_aplica,17,40,0,1
