r_def,t_loc_tri,ent,n_hog,sex,eda,cs_p12,cs_p13_1,e_con,ur,clase1,rama,ing7c,alta_educacion_ingreso_missing,pre_asa,tip_con_2,anios_esc,hrsocup,ing_x_hrs,mh_col
0,3,15,1,2,42,1,3,5,1,1,2,1,0,1,contrato,9,48,0,0
0,2,15,1,2,18,1,4,6,1,1,3,1,0,2,sin_contrato,11,24,18.75,1
0,2,15,1,1,28,1,3,6,1,1,1,2,0,2,sin_contrato,9,46,0,1
0,1,15,1,2,38,1,7,5,1,1,4,7,0,1,sin_contrato,17,32,0,1
0,2,15,1,1,49,1,3,5,2,1,4,3,0,1,contrato,9,0,0,0
0,2,15,1,2,54,1,4,3,2,1,2,1,0,0,No_aplica,12,20,75,1
0,3,15,1,2,46,1,3,4,2,1,4,1,0,2,sin_contrato,9,40,32.5,1
0,3,15,1,1,47,1,3,5,2,1,1,2,0,2,sin_contrato,9,48,62.5,1
0,3,15,1,1,26,1,6,1,2,1,4,2,0,2,sin_contrato,10,48,37.5,1
0,3,15,1,2,35,1,3,5,2,1,3,1,0,2,sin_contrato,9,24,25,1
0,3,15,1,1,37,1,3,5,2,1,4,2,0,1,contrato,9,48,38.75969,0
0,3,15,1,1,31,1,4,5,2,1,4,2,0,1,contrato,12,37,0,0
0,3,15,1,2,46,1,3,3,2,1,4,1,0,2,sin_contrato,9,18,33.33333,1
0,4,15,1,1,31,1,3,5,2,1,2,1,0,1,sin_contrato,9,42,0,1
0,4,15,1,1,43,1,3,5,2,1,3,7,0,0,No_aplica,9,36,0,1
0,4,15,1,1,49,1,3,5,2,1,1,2,0,2,sin_contrato,8,55,45.45455,1
0,4,15,1,2,66,1,4,5,2,1,3,2,0,0,No_aplica,12,56,35.71429,1
0,4,15,1,1,43,1,3,1,2,1,1,7,0,0,No_aplica,9,48,0,1
0,4,15,1,2,32,1,3,2,2,1,2,2,0,1,contrato,9,48,0,0
0,1,9,1,2,52,1,3,5,1,1,4,5,0,0,No_aplica,9,45,0,1
0,1,9,1,2,39,1,4,1,1,1,3,7,0,2,sin_contrato,12,56,0,1
0,1,9,1,2,36,1,9,6,1,1,4,7,1,0,No_aplica,21,0,0,0
0,1,9,1,1,31,1,3,6,1,1,4,1,0,0,No_aplica,9,42,0,1
0,1,9,1,2,42,1,4,2,1,1,4,1,0,2,sin_contrato,12,5,140,1
0,1,9,1,2,30,1,7,6,1,1,4,7,0,2,contrato,16,45,0,1
0,1,9,1,2,25,1,7,6,1,1,4,7,0,0,No_aplica,16,42,0,1
0,1,9,1,1,50,1,4,5,1,1,4,2,0,2,sin_contrato,10,98,28.47651,1
0,1,9,1,2,54,1,4,5,1,1,4,2,0,1,contrato,12,40,0,0
0,1,9,1,1,41,1,4,5,1,1,4,2,0,0,No_aplica,12,60,41.66667,0
0,1,9,1,1,24,1,4,6,1,1,3,1,0,2,sin_contrato,12,48,25,1
0,1,9,1,2,27,1,4,6,1,1,3,1,0,0,No_aplica,12,48,0,1
0,1,9,1,1,49,1,4,5,1,1,2,7,0,1,contrato,12,40,0,0
0,1,9,1,2,52,1,3,6,1,1,4,1,0,1,sin_contrato,9,48,29.06977,1
0,1,9,1,1,53,1,2,5,1,1,2,2,0,1,contrato,6,40,50,0
0,1,9,1,1,26,1,7,6,1,1,4,2,0,1,contrato,16,45,51.67959,0
0,2,9,1,1,40,1,4,6,1,1,2,2,0,1,contrato,12,40,47.5,1
0,1,9,1,1,24,1,7,6,1,1,3,4,0,1,contrato,16,54,107.66581,0
0,1,9,1,1,42,1,4,5,1,1,4,1,0,2,sin_contrato,11,65,0,1
0,1,9,1,2,61,1,3,2,1,1,4,1,0,2,sin_contrato,9,50,25,1
0,1,9,1,2,45,1,3,2,1,1,4,1,0,1,sin_contrato,9,30,50,1
0,1,9,1,2,54,1,3,5,1,1,4,1,0,1,contrato,9,35,0,0
0,1,9,1,2,30,1,7,6,1,1,4,2,0,1,contrato,16,45,0,0
0,1,9,1,1,61,2,0,6,1,1,4,1,0,2,sin_contrato,0,35,17.14286,1
0,1,9,1,1,54,1,3,5,1,1,2,2,0,1,contrato,9,60,50,0
0,1,9,1,2,52,1,3,5,1,1,4,2,0,1,contrato,9,42,55.37099,0
0,1,9,1,1,56,1,3,5,1,1,4,3,0,1,contrato,9,108,37.03704,0
0,1,9,1,1,57,1,7,4,1,1,4,4,0,1,contrato,16,55,0,0
0,1,9,1,2,50,1,4,6,1,1,4,4,0,0,No_aplica,12,48,0,1
0,1,9,1,1,62,1,7,1,1,1,4,7,1,0,No_aplica,16,40,0,0
0,1,9,1,1,24,1,7,6,1,1,3,1,0,2,sin_contrato,14,42,0,1
0,1,9,1,1,45,1,7,5,1,1,3,2,0,1,contrato,15,40,0,0
0,1,15,1,1,56,1,4,5,1,1,4,2,0,1,sin_contrato,11,40,46.51163,1
0,1,15,1,1,54,1,2,5,1,1,4,1,0,2,sin_contrato,5,70,0,1
0,2,15,1,1,26,1,3,1,1,1,4,1,0,1,contrato,9,52,28.84615,0
0,1,15,1,1,40,1,7,5,1,1,4,3,0,1,contrato,16,45,103.35917,0
0,1,15,1,1,62,1,2,5,1,1,4,1,0,0,No_aplica,6,46,34.78261,1
0,1,15,1,1,21,1,7,6,1,1,4,6,0,0,No_aplica,14,46,0,1
0,1,15,1,2,58,1,3,3,1,1,4,1,0,0,No_aplica,9,56,24.91694,0
0,2,15,1,1,23,1,4,6,1,1,4,2,0,1,contrato,12,64,29.06977,0
0,2,15,1,1,26,1,4,6,1,1,3,1,0,2,sin_contrato,12,40,0,1
0,1,15,1,2,60,1,3,5,1,1,3,2,0,0,No_aplica,9,49,61.22449,1
0,1,15,1,1,55,1,3,5,1,1,1,1,0,1,contrato,9,40,0,0
0,1,15,1,1,59,1,5,5,1,1,4,1,0,1,contrato,12,45,31.00775,0
0,1,15,1,2,44,1,3,5,1,1,2,1,0,1,sin_contrato,9,50,0,1
0,1,15,1,1,43,1,3,5,1,1,4,3,0,1,contrato,9,49,94.92169,0
0,1,15,1,1,22,1,4,6,1,1,4,2,0,1,contrato,11,55,54.96829,0
0,1,15,1,2,30,1,7,6,1,1,4,3,0,1,contrato,17,0,0,0
0,1,15,1,1,37,1,7,1,1,1,4,7,1,0,No_aplica,17,30,0,0
0,1,15,1,2,62,1,3,5,1,1,4,1,0,2,sin_contrato,9,33,0,1
0,3,15,1,2,33,1,3,1,1,1,4,2,0,0,No_aplica,9,12,0,1
0,2,15,1,1,23,1,7,6,1,1,4,1,0,0,No_aplica,14,21,0,1
0,3,15,1,1,37,1,3,5,1,1,2,1,0,2,sin_contrato,9,36,0,1
0,1,15,1,2,32,1,7,5,1,1,4,2,0,1,contrato,17,25,130.23256,0
0,2,15,1,2,29,1,4,6,1,1,3,1,0,1,sin_contrato,12,40,0,1
0,1,15,1,1,50,1,3,5,1,1,2,2,0,1,contrato,9,48,0,0
0,1,15,1,1,47,1,4,1,1,1,4,2,0,0,No_aplica,12,54,0,1
0,2,15,1,1,69,1,3,5,1,1,4,1,0,2,sin_contrato,9,66,9.09091,1
0,1,15,1,1,42,1,7,5,1,1,2,3,0,1,contrato,17,48,0,0
0,3,15,1,1,58,1,0,5,1,1,6,1,0,0,No_aplica,0,40,0,1
0,3,15,1,1,41,1,4,2,1,1,2,7,0,1,contrato,12,48,0,0
0,1,15,1,1,54,1,3,4,1,1,2,2,0,2,sin_contrato,9,60,30,1
0,1,15,1,1,32,1,3,1,1,1,4,2,0,1,sin_contrato,9,54,55.55556,0
0,2,15,1,1,61,1,3,5,1,1,4,2,0,1,contrato,9,40,0,0
0,2,15,1,1,37,1,3,5,1,1,1,1,0,2,sin_contrato,9,51,29.41176,1
0,2,15,1,1,19,1,3,6,1,1,1,1,0,2,sin_contrato,9,51,29.41176,1
0,1,15,1,1,36,1,7,1,1,1,4,1,0,0,No_aplica,17,50,34.73023,0
0,1,15,1,2,26,1,8,6,1,1,4,1,0,1,contrato,18,56,29.06977,0
0,2,15,1,2,47,1,4,5,1,1,4,6,0,0,No_aplica,10,37,0,1
0,2,15,1,1,25,1,4,6,1,1,4,1,0,0,No_aplica,10,12,0,1
0,2,15,1,1,18,1,4,6,1,1,3,1,0,2,sin_contrato,11,48,31.25,1
0,1,15,1,1,43,1,4,1,1,1,4,1,0,2,sin_contrato,12,67,25.37313,1
0,1,15,1,2,21,1,4,6,1,1,3,3,0,1,contrato,12,56,69.64286,0
0,1,15,1,2,31,1,7,5,1,1,4,7,1,1,contrato,17,36,0,0
0,2,15,1,2,55,1,3,6,1,1,3,1,0,0,No_aplica,9,36,33.33333,1
0,2,15,1,2,37,1,4,5,2,1,3,7,0,1,contrato,12,48,0,0
0,2,15,1,1,36,1,7,1,2,1,4,7,1,1,contrato,17,40,0,0
0,2,15,1,2,40,1,4,5,2,1,4,2,0,1,contrato,12,40,52.32558,0
0,2,15,1,1,53,1,3,5,2,1,1,7,0,0,No_aplica,9,32,0,1
0,2,15,1,2,34,1,7,6,2,1,4,3,0,0,No_aplica,17,45,77.77778,0
0,3,15,1,1,52,1,3,5,2,1,3,2,0,0,No_aplica,9,70,34.88372,1
0,3,15,1,2,36,1,4,5,2,1,4,1,0,2,sin_contrato,12,25,32,1
0,3,15,1,2,72,2,0,4,2,1,3,1,0,0,No_aplica,0,10,0,1
0,3,15,1,1,54,1,4,5,2,1,4,3,0,1,contrato,12,58,0,0
0,3,15,1,2,43,1,3,5,2,1,3,6,0,0,No_aplica,9,63,0,1
0,3,15,1,2,23,1,7,6,2,1,3,7,0,0,No_aplica,14,60,0,1
0,3,15,1,1,51,1,4,6,2,1,4,2,0,1,sin_contrato,12,60,33.33333,1
0,3,15,1,2,57,1,2,6,2,1,4,1,0,2,sin_contrato,6,16,25,1
0,4,9,1,1,29,1,3,1,2,1,6,2,0,1,sin_contrato,9,54,33.33333,1
0,4,15,1,1,44,1,2,5,2,1,1,2,0,2,contrato,6,48,52.08333,1
0,4,15,1,1,59,1,3,5,2,1,4,2,0,1,contrato,9,48,48.44961,0
0,4,15,1,1,22,1,7,6,2,1,2,7,1,2,contrato,16,48,0,0
0,4,15,1,1,50,1,3,5,2,1,4,3,0,1,contrato,9,96,38.75969,0
0,3,15,1,2,31,1,7,6,2,1,4,2,0,2,no_especificado,15,40,0,1
0,3,15,1,2,40,1,7,6,2,1,4,3,0,0,No_aplica,16,48,72.67442,0
0,4,9,1,2,19,1,3,6,2,1,3,1,0,0,No_aplica,9,30,13.33333,1
0,4,15,1,2,58,1,3,4,2,1,3,2,0,0,No_aplica,7,70,29.90033,0
0,4,15,1,1,38,1,3,2,2,1,1,2,0,2,sin_contrato,9,51,49.01961,1
0,4,15,1,1,37,1,2,5,2,1,1,2,0,2,sin_contrato,6,50,40,1
0,1,9,1,1,57,1,2,5,1,1,3,1,0,0,No_aplica,3,60,20,0
0,1,9,1,1,42,1,4,3,1,1,4,2,0,0,No_aplica,12,72,34.72222,0
0,1,9,1,2,31,1,4,5,1,1,3,1,0,2,sin_contrato,12,30,0,1
0,1,9,1,2,37,1,4,5,1,1,4,1,0,0,No_aplica,12,16,31.25,1
0,1,9,1,2,24,1,4,2,1,1,3,1,0,1,contrato,12,54,23.25581,0
0,1,9,1,1,30,1,7,6,1,1,2,2,0,1,contrato,16,40,0,0
0,1,9,1,1,23,1,4,6,1,1,3,1,0,0,No_aplica,12,70,19.93355,1
0,1,9,1,2,50,1,7,6,1,1,4,7,1,1,contrato,16,40,0,0
0,1,9,1,2,81,1,2,4,1,1,4,1,0,2,contrato,6,15,77.51938,1
0,1,9,1,1,49,1,3,1,1,1,3,7,0,2,sin_contrato,9,60,0,1
0,1,9,1,1,22,1,7,6,1,1,4,1,0,1,sin_contrato,13,30,36.66667,1
0,1,9,1,2,58,1,4,6,1,1,3,1,0,0,No_aplica,12,40,37.5,1
0,1,9,1,1,38,1,9,6,1,1,4,1,0,2,contrato,20,40,0,1
0,1,9,1,1,45,1,7,6,1,1,4,3,0,1,no_especificado,16,50,0,1
0,1,9,1,1,41,1,3,6,1,1,4,1,0,2,sin_contrato,9,18,0,1
0,1,9,1,1,53,1,7,2,1,1,4,2,0,1,contrato,16,40,0,1
0,1,9,1,2,52,1,2,4,1,1,3,3,0,0,No_aplica,6,45,0,1
0,1,9,1,1,86,1,2,4,1,1,3,1,0,0,No_aplica,6,26,0,1
0,1,9,1,2,32,1,4,6,1,1,4,2,0,1,contrato,12,32,0,0
0,1,9,1,1,34,1,7,2,1,1,4,5,0,1,contrato,16,40,348.83721,1
0,1,9,1,2,51,1,7,6,1,1,4,2,0,1,contrato,16,51,54.71956,0
0,1,9,1,2,55,1,4,2,1,1,4,1,0,1,contrato,12,42,0,0
0,1,9,1,1,36,1,4,5,1,1,4,2,0,1,contrato,12,40,58.13953,0
0,1,9,1,2,58,1,6,6,1,1,4,1,0,1,contrato,12,48,34.88372,0
0,1,9,1,1,33,1,7,1,1,1,4,2,0,1,sin_contrato,16,30,93.02326,1
0,1,9,1,1,55,1,6,1,1,1,4,1,0,2,sin_contrato,12,90,15.50388,1
0,1,9,1,1,57,1,7,5,1,1,4,3,0,1,contrato,17,40,104.65116,0
0,1,9,1,1,59,1,4,6,1,1,1,1,0,0,No_aplica,10,8,0,1
0,1,9,1,2,50,1,7,6,1,1,4,7,0,2,contrato,17,30,0,1
0,1,9,1,2,46,1,7,6,1,1,4,2,0,2,contrato,16,48,0,0
0,1,9,1,2,35,1,7,6,1,1,4,3,0,1,contrato,16,40,0,0
0,1,9,1,2,33,1,7,6,1,1,4,2,0,1,contrato,16,48,52.32558,0
0,1,9,1,1,64,1,4,5,1,1,4,7,0,1,contrato,12,90,0,0
0,1,9,1,2,31,1,8,1,1,1,4,7,1,1,contrato,19,60,0,0
0,1,9,1,2,15,1,3,6,1,1,4,1,0,2,sin_contrato,8,6,50,1
0,1,9,1,2,65,1,7,4,1,1,3,3,0,0,No_aplica,16,28,0,1
0,1,9,1,2,32,1,7,6,1,1,4,3,0,1,contrato,16,60,0,0
0,1,9,1,1,30,1,8,5,1,1,4,5,0,1,contrato,19,45,0,0
0,1,9,1,2,60,1,3,6,1,1,3,1,0,2,sin_contrato,8,40,9.94186,1
0,1,9,1,1,66,1,7,4,1,1,4,5,0,2,contrato,16,27,430.66322,1
0,1,9,1,1,40,1,6,2,1,1,4,2,0,1,contrato,12,40,0,0
0,1,9,1,2,33,1,7,6,1,1,4,3,0,3,contrato,16,40,0,0
0,1,9,1,1,48,1,2,1,1,1,1,3,0,0,No_aplica,6,45,88.88889,1
0,1,15,1,1,27,1,4,6,1,1,3,6,0,0,No_aplica,12,15,0,1
0,2,15,1,2,42,1,3,6,1,1,3,1,0,0,No_aplica,9,24,16.66667,1
0,1,15,1,1,40,1,4,6,1,1,4,1,0,1,contrato,12,40,0,0
0,3,15,1,1,43,1,4,2,1,1,2,2,0,0,No_aplica,12,50,40,1
0,1,15,1,1,34,1,7,1,1,1,3,3,0,1,contrato,16,50,93.02326,0
0,1,15,1,2,30,1,7,6,1,1,4,7,1,1,contrato,16,50,0,0
0,1,15,1,1,74,1,4,5,1,1,2,1,0,0,No_aplica,12,21,0,1
0,1,15,1,2,22,1,7,6,1,1,3,2,0,0,No_aplica,14,40,80,1
0,1,15,1,1,36,1,3,1,1,1,4,1,0,1,contrato,9,48,0,0
0,3,15,1,1,22,1,7,6,1,1,2,3,0,1,contrato,17,45,77.51938,0
0,1,15,1,1,35,1,6,5,1,1,1,1,0,2,sin_contrato,12,55,27.27273,1
0,1,15,1,2,61,1,6,5,1,1,3,6,0,0,No_aplica,12,56,0,1
0,1,15,1,1,61,1,6,5,1,1,3,1,0,0,No_aplica,12,48,36.04651,1
0,3,15,1,1,46,1,7,5,1,1,4,4,0,1,contrato,17,60,0,0
0,3,15,1,2,41,1,7,5,1,1,5,4,0,1,contrato,17,65,0,0
0,2,15,1,1,50,1,3,5,1,1,2,2,0,0,No_aplica,9,72,34.72222,1
0,2,15,1,2,38,1,4,1,1,1,4,7,0,1,contrato,12,48,0,0
0,2,15,1,1,20,1,3,6,1,1,1,1,0,2,sin_contrato,9,48,0,1
0,1,15,1,1,62,1,2,5,1,1,2,2,0,0,No_aplica,6,48,0,0
0,2,15,1,2,52,1,4,5,1,1,4,2,0,0,No_aplica,12,36,50,1
0,1,15,1,2,45,1,2,4,1,1,4,1,0,1,sin_contrato,6,60,23.25581,1
0,1,15,1,2,30,1,3,1,1,1,4,1,0,2,sin_contrato,9,24,12.5,1
0,1,15,1,1,69,1,4,5,1,1,1,2,0,0,No_aplica,12,28,0,1
0,3,15,1,1,36,1,3,6,1,1,4,7,0,1,contrato,9,40,0,0
0,2,15,1,2,45,1,8,5,1,1,4,2,0,1,contrato,19,30,0,0
0,3,15,1,1,21,1,3,1,1,1,2,1,0,1,contrato,9,48,27.08333,0
0,1,15,1,1,40,1,7,5,1,1,4,7,0,1,sin_contrato,17,32,0,1
0,2,15,1,2,24,1,7,5,2,1,4,2,0,0,No_aplica,17,12,0,1
0,2,15,1,1,29,1,4,6,2,1,4,7,0,1,contrato,12,36,0,0
0,3,15,1,2,63,1,4,5,2,1,4,1,0,1,contrato,12,32,54.26599,0
0,3,15,1,2,26,1,7,1,2,1,4,2,0,1,contrato,13,40,69.76744,0
0,3,15,1,1,24,1,4,6,2,1,3,7,0,1,contrato,12,48,0,0
0,3,15,1,1,50,1,2,1,2,1,6,1,0,2,sin_contrato,6,48,6.29845,1
0,3,15,1,1,24,1,3,1,2,1,2,1,0,1,contrato,9,45,32.48062,0
0,3,15,1,1,45,1,3,6,2,1,6,1,0,2,sin_contrato,9,50,15,1
0,4,9,1,1,46,1,3,5,2,1,2,2,0,1,sin_contrato,9,60,0,1
0,4,9,1,2,33,1,2,1,2,1,2,2,0,2,sin_contrato,1,40,43.75,1
0,4,15,1,1,40,1,3,1,2,1,2,2,0,1,no_especificado,9,48,45.83333,0
0,4,15,1,2,30,1,2,6,2,1,4,1,0,2,sin_contrato,6,40,22.5,1
0,4,15,1,2,22,1,7,6,2,1,3,1,0,1,sin_contrato,13,18,27.77778,1
0,4,15,1,1,26,1,7,6,2,1,2,2,0,1,contrato,17,48,37.5,0
0,4,15,1,2,19,1,3,6,2,1,4,1,0,2,sin_contrato,9,45,26.66667,1
0,1,9,1,2,55,1,2,6,1,1,4,2,0,1,contrato,6,45,40,0
0,1,9,1,1,26,1,7,6,1,1,4,3,0,1,contrato,16,50,0,0
0,1,9,1,1,32,1,4,1,1,1,2,2,0,1,contrato,12,44,0,0
0,1,9,1,1,22,1,7,6,1,1,4,7,1,1,contrato,16,40,0,0
0,1,9,1,2,31,1,7,6,1,1,4,3,0,1,contrato,16,40,0,0
0,1,9,1,1,58,1,3,5,1,1,1,1,0,0,No_aplica,9,18,0,1
0,1,9,1,2,49,1,6,4,1,1,4,1,0,1,contrato,11,40,34.88372,0
0,1,9,1,1,41,1,3,5,1,1,3,1,0,0,No_aplica,9,60,0,1
0,1,9,1,1,30,1,4,1,1,1,4,1,0,1,contrato,12,55,0,0
0,1,9,1,2,39,1,7,5,1,1,1,3,0,1,contrato,16,51,68.39945,0
0,1,9,1,2,24,1,4,1,1,1,4,7,0,0,No_aplica,12,2,0,1
0,1,9,1,1,75,1,3,5,1,1,2,3,0,1,contrato,9,40,0,0
0,1,9,1,2,51,1,6,6,1,1,3,1,0,1,contrato,12,40,0,0
0,1,9,1,1,37,1,2,2,1,1,4,2,0,1,contrato,6,54,62.96296,1
0,1,9,1,1,32,1,3,1,1,1,3,1,0,1,sin_contrato,9,40,40,1
0,1,9,1,1,51,1,6,5,1,1,4,1,0,0,No_aplica,12,60,25,1
0,1,9,1,2,55,1,3,6,1,1,1,1,0,0,No_aplica,9,8,0,1
0,1,9,1,2,32,1,7,6,1,1,4,2,0,1,contrato,16,40,0,0
0,1,9,1,2,39,1,7,5,1,1,4,2,0,1,contrato,16,35,93.02326,0
0,1,9,1,1,39,1,4,5,1,1,3,1,0,0,No_aplica,12,48,0,1
0,1,9,1,2,45,1,7,5,1,1,4,1,0,0,No_aplica,17,15,0,1
0,1,9,1,1,39,1,3,1,1,1,4,1,0,2,sin_contrato,9,98,0,1
0,1,9,1,2,43,1,3,1,1,1,3,1,0,2,sin_contrato,9,72,0,1
0,1,9,1,1,55,1,3,5,1,1,4,2,0,0,No_aplica,9,48,58.13953,0
0,1,9,1,1,39,1,4,6,1,1,4,7,0,0,No_aplica,12,51,0,1
0,1,9,1,1,33,1,7,6,1,1,4,1,0,0,No_aplica,18,24,62.5,0
0,1,9,1,2,26,1,7,1,1,1,4,2,0,1,contrato,16,42,44.29679,1
0,1,9,1,1,40,1,3,6,1,1,4,1,0,0,No_aplica,7,36,0,1
0,1,9,1,1,34,1,7,1,1,1,4,2,0,1,sin_contrato,16,35,71.42857,1
0,1,9,1,1,22,1,4,1,1,1,4,2,0,2,sin_contrato,12,48,41.66667,1
0,1,9,1,1,38,1,7,1,1,1,4,7,1,1,contrato,16,30,0,0
0,1,15,1,1,22,1,7,6,1,1,4,1,0,1,sin_contrato,16,20,40,1
0,1,15,1,2,49,1,8,5,1,1,4,7,0,1,contrato,18,0,0,1
0,1,15,1,1,45,1,4,5,1,1,2,1,0,1,contrato,12,60,23.25581,0
0,1,15,1,1,32,1,4,1,1,1,4,3,0,1,contrato,12,0,0,1
0,2,15,1,2,54,1,4,6,1,1,4,1,0,2,contrato,12,32,39.24419,0
0,1,15,1,1,56,1,3,1,1,1,4,2,0,0,No_aplica,9,0,0,1
0,1,15,1,1,51,1,8,5,1,1,4,1,0,0,No_aplica,18,30,38.75969,0
0,2,15,1,1,58,1,4,1,1,1,4,5,0,0,No_aplica,11,48,208.33333,0
0,1,15,1,1,32,1,4,6,1,1,3,7,0,2,sin_contrato,12,48,0,1
0,2,15,1,2,39,1,4,5,1,1,2,1,0,2,sin_contrato,12,40,17.5,1
0,1,15,1,1,51,1,7,5,1,1,3,3,0,1,contrato,16,32,116.27907,0
0,1,15,1,1,39,1,4,6,1,1,4,2,0,1,contrato,12,64,51.5625,0
0,2,15,1,2,46,1,3,1,1,1,2,2,0,0,No_aplica,9,48,52.08333,1
0,2,15,1,2,24,1,7,6,1,1,3,1,0,0,No_aplica,16,16,37.5,1
0,2,15,1,2,45,1,3,5,1,1,4,1,0,2,sin_contrato,9,60,16.66667,1
0,2,15,1,1,24,1,3,6,1,1,4,1,0,2,sin_contrato,9,60,21.66667,1
0,1,15,1,2,42,1,2,5,1,1,4,1,0,2,sin_contrato,6,25,0,1
0,1,15,1,1,35,1,7,6,1,1,3,3,0,0,No_aplica,15,70,71.42857,1
0,1,15,1,1,55,1,3,1,1,1,2,2,0,1,contrato,9,45,0,0
0,1,15,1,1,20,1,4,6,1,1,4,1,0,2,sin_contrato,12,50,22,1
0,1,15,1,1,27,1,7,6,1,1,4,1,0,1,contrato,17,48,0,0
0,1,15,1,1,47,1,7,6,1,1,4,7,1,0,No_aplica,16,48,0,0
0,1,15,1,1,44,1,7,5,1,1,4,4,0,1,contrato,17,45,0,0
0,3,15,1,1,53,1,4,1,1,1,4,2,0,2,sin_contrato,11,84,23.80952,1
0,1,15,1,2,44,1,4,6,1,1,4,1,0,2,sin_contrato,12,60,25,1
0,1,15,1,2,36,1,3,5,1,1,3,2,0,1,contrato,9,60,0,0
0,1,15,1,2,24,1,7,6,1,1,4,2,0,0,No_aplica,17,35,93.02326,0
0,1,15,1,2,60,1,3,5,1,1,2,1,0,0,No_aplica,9,5,60,1
0,2,15,1,1,49,1,3,5,1,1,3,2,0,1,contrato,9,50,0,0
0,2,15,1,1,25,1,4,6,1,1,2,1,0,1,contrato,12,48,0,0
0,1,15,1,2,50,1,3,5,1,1,2,2,0,1,contrato,9,48,0,0
0,2,15,1,1,36,1,4,1,1,1,2,1,0,1,contrato,12,45,31.11111,0
0,3,15,1,1,30,1,4,1,1,1,4,3,0,1,contrato,12,45,108.52713,0
0,3,15,1,2,55,1,2,5,1,1,4,1,0,2,sin_contrato,6,40,0,1
0,3,15,1,1,45,1,3,1,1,1,4,7,0,1,contrato,9,60,0,0
0,1,15,1,2,31,1,8,6,1,1,4,7,1,1,contrato,18,27,0,0
0,1,15,1,2,27,1,7,1,1,1,2,7,1,1,contrato,17,40,0,0
0,2,15,1,1,22,1,3,1,1,1,4,2,0,1,contrato,9,48,37.5,0
0,2,15,1,2,51,1,6,5,1,1,4,2,0,1,contrato,12,40,0,0
0,3,15,1,2,29,1,3,3,1,1,3,1,0,0,No_aplica,9,20,45,1
0,2,15,1,1,68,1,2,5,1,1,4,1,0,1,contrato,6,48,33.91473,0
0,2,15,1,1,23,1,4,5,1,1,3,1,0,2,sin_contrato,12,48,31.25,1
0,2,15,1,2,48,1,7,2,1,1,4,3,0,2,sin_contrato,17,40,0,1
0,3,15,1,1,51,1,3,5,1,1,4,2,0,2,sin_contrato,9,51,35.29412,1
0,3,15,1,1,22,1,6,6,1,1,4,1,0,1,contrato,12,54,31.48148,0
0,2,15,1,2,59,1,7,2,2,1,4,2,0,1,contrato,17,35,93.02326,0
0,3,15,1,2,37,1,4,1,2,1,3,2,0,1,sin_contrato,12,48,52.08333,1
0,3,15,1,1,21,1,3,6,2,1,3,6,0,0,No_aplica,9,63,0,1
0,3,15,1,1,53,1,3,5,2,1,3,7,0,0,No_aplica,9,60,0,1
0,3,15,1,1,51,1,4,5,2,1,6,1,0,0,No_aplica,12,42,22.14839,1
0,4,9,1,1,43,1,2,5,2,1,4,2,0,0,No_aplica,1,63,31.74603,1
0,4,15,1,1,25,1,4,6,2,1,2,1,0,1,contrato,12,48,31.25,0
0,4,15,1,1,35,1,2,1,2,1,6,1,0,2,sin_contrato,6,48,25,1
0,4,15,1,1,25,1,3,5,2,1,1,2,0,2,sin_contrato,9,50,36,1
0,4,15,1,1,41,1,3,1,2,1,4,1,0,0,No_aplica,7,60,25,1
0,2,15,1,1,57,1,2,5,2,1,2,1,0,0,No_aplica,1,70,0,0
0,4,9,1,2,60,1,2,5,2,1,4,1,0,1,sin_contrato,6,11,36.36364,1
0,4,9,1,1,35,1,3,6,2,1,1,2,0,2,sin_contrato,9,50,36,1
0,4,15,1,2,38,1,3,6,2,1,4,1,0,2,sin_contrato,9,36,27.77778,1
0,1,9,1,2,50,1,7,1,1,1,4,6,0,0,No_aplica,16,0,0,1
0,1,9,1,1,56,1,7,1,1,1,4,2,0,1,contrato,15,40,46.51163,0
0,1,9,1,1,25,1,7,6,1,1,4,1,0,2,sin_contrato,15,0,0,1
0,1,9,1,2,67,1,2,2,1,1,4,1,0,1,contrato,6,40,36.04651,0
0,1,9,1,1,72,1,3,5,1,1,3,1,0,0,No_aplica,9,84,9.52381,1
0,1,9,1,2,48,1,7,6,1,1,4,7,1,1,contrato,17,36,0,0
0,1,9,1,1,52,1,2,5,1,1,4,7,0,0,No_aplica,6,36,0,0
0,1,9,1,1,37,1,7,5,1,1,1,2,0,1,contrato,16,32,87.2093,0
0,1,9,1,1,56,1,8,3,1,1,4,2,0,1,contrato,18,32,0,0
0,1,9,1,1,33,1,2,1,1,1,1,1,0,2,sin_contrato,6,56,26.78571,1
0,1,9,1,1,34,1,3,5,1,1,3,2,0,2,sin_contrato,9,60,0,1
0,1,9,1,1,49,1,7,6,1,1,2,2,0,1,contrato,16,52,53.66726,0
0,1,9,1,2,36,1,8,5,1,1,4,3,0,1,contrato,18,59,70.94994,0
0,1,9,1,1,60,1,3,2,1,1,4,1,0,1,contrato,9,51,0,0
0,1,9,1,1,46,1,3,5,1,1,4,2,0,1,contrato,9,72,0,0
0,1,9,1,1,24,1,4,6,1,1,4,2,0,1,contrato,12,48,43.60465,0
0,1,9,1,1,52,1,6,1,1,1,4,1,0,1,contrato,12,40,0,0
0,1,9,1,1,27,1,7,6,1,1,4,1,0,1,contrato,13,48,0,0
